Date,Time,Open,High,Low,Close,Volume
,,IBM,IBM,IBM,IBM,IBM
2021-06-18,17:00:00,114.4207811401424,114.5791736623526,113.28038278834863,113.34373474121094,9577699
2021-06-21,17:00:00,114.12776179791959,116.47193578377095,114.08817314657541,116.13931274414062,4482633
2021-06-22,17:00:00,116.03638716613914,116.26605701493833,115.10980773486642,115.90968322753906,2549102
2021-06-23,17:00:00,115.96508818814196,116.02052747093784,114.49206669705656,114.52374267578125,3349920
2021-06-24,17:00:00,115.46618017778744,115.77505262467291,114.5871273737831,115.18108367919922,3775746
2021-06-25,17:00:00,115.13354589436655,116.3610595517421,114.79301017367669,116.289794921875,3759533
2021-06-28,17:00:00,116.4244498296437,116.65410703888108,114.76135951146497,115.06229400634766,4067789
2021-06-29,17:00:00,115.03851865131766,116.21060580350829,114.91181472571202,115.2681884765625,2540211
2021-06-30,17:00:00,114.93556299639619,116.36107061014592,114.60295255855681,116.09181213378906,3394375
2021-07-01,17:00:00,116.38482285506777,116.81247383454514,116.07596311210884,116.289794921875,2809661
2021-07-02,17:00:00,116.34523266842419,116.37692128923486,110.44522101129728,110.88871002197266,17584515
2021-07-06,17:00:00,110.86494011651921,111.20547584944205,108.57620528261027,109.90668487548828,8466010
2021-07-07,17:00:00,109.89086726497722,111.13423182651641,109.89086726497722,110.73033142089844,4246446
2021-07-08,17:00:00,109.11475638939937,111.91033271733599,109.01972843402868,111.45893096923828,5739820
2021-07-09,17:00:00,112.0212056062862,112.4409439879642,111.53811525758408,112.07664489746094,4083689
2021-07-12,17:00:00,112.00535603664775,112.42508173488186,110.96789816355373,111.60145568847656,3496360
2021-07-13,17:00:00,111.6014530736225,111.6014530736225,110.57984585463986,111.09461212158203,3309858
2021-07-14,17:00:00,111.44309163784754,111.46684230637594,110.02549652016395,110.73033142089844,4606061
2021-07-15,17:00:00,110.33434469203036,111.23717336225359,109.92253165369877,111.229248046875,3807126
2021-07-16,17:00:00,111.66481932235794,111.66481932235794,109.75622144902418,110.00171661376953,4298328
2021-07-19,17:00:00,108.06144958690662,109.67702578755271,107.87138105506257,109.22562408447266,8977086
2021-07-20,17:00:00,113.24873490433734,114.7692706305971,109.84335171232526,110.84912109375,14237838
2021-07-21,17:00:00,110.84910134549565,111.97367442774168,110.5956808762766,111.90239715576172,5024984
2021-07-22,17:00:00,112.18750659603171,112.30629784973705,111.19757526846821,111.4351577758789,3466653
2021-07-23,17:00:00,111.63314757014359,112.2191785017748,111.13421926668292,111.93408203125,4680013
2021-07-26,17:00:00,111.97369704181135,113.24873760015662,111.76779049897586,113.06658172607422,4441630
2021-07-27,17:00:00,112.87648969329733,113.75555497561506,112.13997895407309,113.05072021484375,3281302
2021-07-28,17:00:00,113.25663099619773,113.3279082704389,112.17165917286627,112.27461242675781,2660815
2021-07-29,17:00:00,112.71812442992972,113.21705281140322,112.14000608316609,112.40135192871094,2793761
2021-07-30,17:00:00,112.0766295525281,112.33797534080645,111.49849869238712,111.63314056396484,3698238
2021-08-02,17:00:00,112.02122272291476,113.2962634144713,111.68859956509938,111.9974594116211,3064257
2021-08-03,17:00:00,112.3775629296842,114.59502049154004,112.17958174168808,114.0960922241211,4272596
2021-08-04,17:00:00,113.88228085258075,114.18321531257527,112.82898496248738,113.05865478515625,2960285
2021-08-05,17:00:00,113.27248826890971,113.57343540693121,112.63100533159226,113.06658172607422,2884240
2021-08-06,17:00:00,113.24870860615772,114.34950568482563,113.16159334956463,114.11192321777344,4002833
2021-08-09,17:00:00,113.91166807975317,114.15199860135866,112.92636024781163,113.1506576538086,5129689
2021-08-10,17:00:00,113.11863492831517,113.59927047657197,112.42170571199443,113.25481414794922,5543695
2021-08-11,17:00:00,113.57521589719641,114.36826689615312,113.35091851581899,113.8555908203125,4455960
2021-08-12,17:00:00,113.95974147377405,114.67269090724132,113.81554571840938,114.60859680175781,2184780
2021-08-13,17:00:00,114.26415702441967,115.01716378432316,114.10394091594951,114.69673156738281,1997965
2021-08-16,17:00:00,114.73678299095964,115.14532062204755,113.93571527468315,115.02516174316406,2913319
2021-08-17,17:00:00,114.55254913797587,114.68071179691553,113.02251150503001,114.08792114257812,3215195
2021-08-18,17:00:00,113.48711338655919,113.68737391042342,111.66068064094671,111.72476196289062,3672192
2021-08-19,17:00:00,111.09993786222516,111.70874881658298,109.91435661654207,110.56322479248047,4351465
2021-08-20,17:00:00,110.33891556680518,111.65265932413595,109.96241863806299,111.4363784790039,2780059
2021-08-23,17:00:00,111.84494018554688,112.26951098083131,111.1880681652339,111.84494018554688,3179422
2021-08-24,17:00:00,111.97310294610357,112.33357958191904,111.6046097517772,112.02116394042969,2474418
2021-08-25,17:00:00,112.08523903120339,112.79018471775785,111.71675864295435,112.03717803955078,2105389
2021-08-26,17:00:00,112.12529477825748,112.79018323691581,111.1159500389093,111.17202758789062,2613640
2021-08-27,17:00:00,111.11594687465684,111.8208925318812,110.86762536866055,111.67669677734375,2572637
2021-08-30,17:00:00,111.74879709454555,112.0531961545725,111.20406750984928,111.32422637939453,2087293
2021-08-31,17:00:00,111.78084789966448,112.90233504572679,111.30821615091752,112.42169952392578,4429915
2021-09-01,17:00:00,112.13330683696589,112.20540471339487,111.50045906438109,111.58857727050781,2588327
2021-09-02,17:00:00,111.9250321955731,112.1893740341146,111.37228605947506,112.15733337402344,2840413
2021-09-03,17:00:00,111.89298063894226,112.52581557806185,111.58856882656352,111.8128662109375,2009575
2021-09-07,17:00:00,111.86895230898114,111.98109461695589,110.3549352594841,110.59525299072266,3436110
2021-09-08,17:00:00,110.65933736804116,111.4203605854348,110.22676288274029,111.08390808105469,3122728
2021-09-09,17:00:00,110.42705407495752,111.31624007760884,110.19474007173413,110.33893585205078,3669682
2021-09-10,17:00:00,111.2040806453248,111.64467174275272,109.74614092275637,109.76216125488281,4157955
2021-09-13,17:00:00,110.86763171181774,111.34025064881341,110.15466945607069,110.6673583984375,4334729
2021-09-14,17:00:00,110.8676463606954,111.00382558328603,108.41636921174036,109.1213150024414,4659198
2021-09-15,17:00:00,109.1212942467668,110.38697702000582,108.68070321138231,109.90634155273438,3403579
2021-09-16,17:00:00,109.97045210185814,110.50716525912141,108.71277276647972,109.28954315185547,2765624
2021-09-17,17:00:00,108.74481655056867,108.88099577134356,108.18406654918425,108.32826232910156,5890340
2021-09-20,17:00:00,107.26281925235618,108.2881842760983,106.36562325838455,107.59125518798828,4990152
2021-09-21,17:00:00,108.23210620434585,108.66468067321502,106.49379177130763,106.517822265625,4261927
2021-09-22,17:00:00,107.11864060984178,108.44040112109063,106.91837367199224,107.84761047363281,3767901
2021-09-23,17:00:00,108.34426260409644,110.08257705811039,108.16802619139754,109.52983093261719,3151807
2021-09-24,17:00:00,109.7701533855403,110.93169752690962,109.54585600010482,110.13863372802734,3100762
2021-09-27,17:00:00,110.51516070043661,111.40434660977702,110.13064718366348,110.99579620361328,3459017
2021-09-28,17:00:00,111.48445258017838,111.90100677520897,109.91435779018002,110.12263488769531,4513072
2021-09-29,17:00:00,110.33092017714657,112.09327186382535,109.29755117147735,111.49247741699219,3947499
2021-09-30,17:00:00,112.14933579160878,112.60593440147687,110.94773425839826,111.29219055175781,6090230
2021-10-01,17:00:00,112.95040259411077,115.32956875267848,112.44573020983403,114.80887603759766,6907889
2021-10-04,17:00:00,114.34425599848193,116.95573631275373,114.03184034781886,115.44171905517578,7689251
2021-10-05,17:00:00,115.95440217634871,116.15466270792945,114.26414856752702,114.67269897460938,7297524
2021-10-06,17:00:00,114.13596267605523,114.8489120943594,112.86227614935164,114.03984069824219,5573506
2021-10-07,17:00:00,114.33624478518756,114.87295783327994,113.37496100509262,113.59925842285156,3999695
2021-10-08,17:00:00,113.59925614129097,115.07322883635928,112.9904452237216,114.728759765625,3902940
2021-10-11,17:00:00,114.9530772808256,115.41769246745312,114.07189511669422,114.09593200683594,2921792
2021-10-12,17:00:00,113.91969142457509,113.99178930679426,112.38965392372633,112.52583312988281,3293436
2021-10-13,17:00:00,112.5658762013444,113.27882559006181,111.8769509132941,112.75813293457031,3013003
2021-10-14,17:00:00,112.98244928387331,115.28951768412615,112.95841239359507,114.86495971679688,4410668
2021-10-15,17:00:00,114.86494810516737,116.03449612593376,114.38429984725069,115.84223937988281,3371049
2021-10-18,17:00:00,115.35358933049213,116.10659599758657,113.55921005064324,114.00780487060547,6437189
2021-10-19,17:00:00,113.0144847110646,114.50446498536368,112.56588987424114,113.7354507446289,4539117
2021-10-20,17:00:00,113.49511977618316,113.91167394958222,112.71007242195122,113.67135620117188,6474008
2021-10-21,17:00:00,106.9504080808054,107.1186279416074,102.61663384825057,102.8008804321289,32913959
2021-10-22,17:00:00,102.57658476525319,104.33892980417495,101.42305064431397,102.44039916992188,12114981
2021-10-25,17:00:00,102.1600278486372,103.05722387089261,101.68739614592326,102.2481460571289,6667204
2021-10-26,17:00:00,102.15202287049111,102.77685413393428,101.5432119379891,101.83960723876953,8912861
2021-10-27,17:00:00,102.0879464539198,102.44041295200833,100.14135456609968,100.26952362060547,7294176
2021-10-28,17:00:00,100.26950798212374,101.1827243395302,99.82892333003103,100.80622100830078,6802138
2021-10-29,17:00:00,100.47778818376312,101.19073765005436,100.06123401404597,100.21343994140625,6188973
2021-11-01,17:00:00,100.17337719382934,101.1827219009946,99.20408970402764,101.15869140625,6177153
2021-11-02,17:00:00,101.17471113486826,101.87164022784474,100.0612278976372,101.07858276367188,4722062
2021-11-03,17:00:00,101.11864759688974,101.96777627908845,100.67805653205954,101.83960723876953,5670784
2021-11-04,17:00:00,103.10553393450856,103.3485238724411,100.46609808594827,101.26211547851562,7208700
2021-11-05,17:00:00,101.74811144575764,103.70883126435268,101.74811144575764,103.57476806640625,6790500
2021-11-08,17:00:00,103.8931705813436,104.5551247816048,103.5077301089364,104.3540267944336,5625300
2021-11-09,17:00:00,104.06532791868668,104.35402427193414,102.11240867417311,102.61337280273438,7236600
2021-11-10,17:00:00,102.74074007791603,103.95494908341524,101.83220651982194,102.07844543457031,6270300
2021-11-11,17:00:00,102.65585366051938,103.41154965678572,101.95959420964148,102.12091827392578,4643300
2021-11-12,17:00:00,101.89165246363196,102.43507409185692,100.85575296042288,101.00859069824219,5418300
2021-11-15,17:00:00,101.50106818528825,102.02751071978646,100.45667590116511,100.93217468261719,5046300
2021-11-16,17:00:00,100.97461399519455,101.80673190811095,100.55006549389141,100.58403015136719,4750800
2021-11-17,17:00:00,100.51611083314697,101.32275695270474,100.00665387653487,100.24440002441406,4043300
2021-11-18,17:00:00,100.49911870257478,100.49911870257478,98.75846730871841,99.05565643310547,5046900
2021-11-19,17:00:00,98.91131038213244,98.97074691461061,97.87541097771603,98.53771209716797,5380200
2021-11-22,17:00:00,98.49525624205913,100.88121684182853,97.80748971542866,98.89433288574219,6416200
2021-11-23,17:00:00,99.1660385131836,100.14250134999796,98.52921576892588,99.1660385131836,4912800
2021-11-24,17:00:00,98.6311044161169,99.57359606689532,98.56317510565313,99.1150894165039,3220800
2021-11-26,17:00:00,97.64617198201147,98.78395905040219,97.27256716404573,98.33393859863281,3322000
2021-11-29,17:00:00,100.71989782679314,101.56050212100003,99.7943786422227,100.61800384521484,8949800
2021-11-30,17:00:00,99.76890035925913,101.24632736773357,98.87734589246983,99.42926025390625,9252700
2021-12-01,17:00:00,100.4057211683336,100.98310739273835,99.21698406184194,99.27642059326172,5958300
2021-12-02,17:00:00,99.65851417532984,100.17646384774264,98.97074122125133,99.25943756103516,5267100
2021-12-03,17:00:00,99.65004754007465,101.34824193376632,99.65004754007465,100.90670776367188,6630100
2021-12-06,17:00:00,101.38219000984206,102.86810986118118,101.38219000984206,101.81523132324219,4785600
2021-12-07,17:00:00,102.29920992297026,103.6577638341586,101.95107704173974,103.23321533203125,5194000
2021-12-08,17:00:00,103.58985634076689,104.76160812135886,103.18228684250593,104.4559326171875,5483900
2021-12-09,17:00:00,103.71721153529545,105.24558242069625,103.41153606259594,104.92292785644531,4601100
2021-12-10,17:00:00,105.54276462642585,106.4173335408254,104.74461133611342,105.36444854736328,4966900
2021-12-13,17:00:00,105.08424057046844,105.5936974459382,102.56242158708314,104.08230590820312,6847500
2021-12-14,17:00:00,103.88703655378397,106.16261720879181,103.84458558251016,105.08426666259766,5716100
2021-12-15,17:00:00,105.11821238366015,105.98428848312236,103.74267289594198,104.53233337402344,4990000
2021-12-16,17:00:00,104.87198257262256,107.5296541112462,104.84651069661894,106.92679595947266,7280500
2021-12-17,17:00:00,106.87585499928588,109.22785113111175,106.3154478001805,108.17497253417969,10379000
2021-12-20,17:00:00,106.74848923224992,108.00514932174222,105.8824065561569,107.88627624511719,4941400
2021-12-21,17:00:00,108.39573393413293,109.82221077786912,108.39573393413293,109.50804901123047,4856000
2021-12-22,17:00:00,109.58445486935261,110.20429204099835,108.34477404796523,110.17033386230469,3923200
2021-12-23,17:00:00,110.38260626602037,111.19774505917067,109.97504334754102,110.91754150390625,3649000
2021-12-27,17:00:00,110.91755798822444,111.78362769918246,110.3401652247256,111.7581558227539,4293900
2021-12-28,17:00:00,111.7411766220931,113.1167096929213,111.73267735965563,112.6157455444336,3445200
2021-12-29,17:00:00,112.42045157193077,113.95732821589988,112.33554963510737,113.22710418701172,4239900
2021-12-30,17:00:00,113.56671706210831,114.0931530251253,113.21009789785249,113.70257568359375,3158100
2021-12-31,17:00:00,113.77900054591895,114.61961125895758,113.44785322675688,113.49031066894531,3362100
2022-01-03,17:00:00,113.83842990881479,115.72341314531718,113.46482519225351,115.51113891601562,4605900
2022-01-04,17:00:00,115.56208787776927,118.83110301644976,115.39225814074493,117.19235229492188,7300000
2022-01-05,17:00:00,117.43860586831359,120.74159273269676,117.07350037146804,117.36219024658203,8956900
2022-01-06,17:00:00,117.34521195067865,117.52352803529506,112.51384757129479,114.91679382324219,9908100
2022-01-07,17:00:00,114.54319470878825,115.1885168029565,113.36295024668863,114.4837646484375,5238100
2022-01-10,17:00:00,114.17806461839969,115.64699867190886,113.2525520790101,114.65355682373047,5432800
2022-01-11,17:00:00,110.82412629843364,113.14215710903184,108.65892670435865,112.81949615478516,11105300
2022-01-12,17:00:00,113.14218778305403,114.17808727429866,111.54588110024555,113.43087768554688,5352000
2022-01-13,17:00:00,113.69408482762431,115.51965117879833,113.40539495276815,114.42430877685547,4868300
2022-01-14,17:00:00,114.2460110554832,114.74697520719279,113.18463973939025,113.95732116699219,5310300
2022-01-18,17:00:00,112.88743833174513,113.68559154777903,111.8939964424874,112.87895202636719,5246700
2022-01-19,17:00:00,112.84497569881091,113.69407262041578,111.65624519104043,111.72417449951172,4103700
2022-01-20,17:00:00,111.45247212216398,112.82801812873296,110.86660605136137,111.0788803100586,5278200
2022-01-21,17:00:00,111.78361649889885,111.97041887812041,109.76277441961716,109.83070373535156,5907000
2022-01-24,17:00:00,108.67590260158755,109.66085156614434,105.44933850048656,109.38066101074219,13484000
2022-01-25,17:00:00,109.65238263542213,116.61497522662218,108.9391442871949,115.56210327148438,19715700
2022-01-26,17:00:00,115.87626588571506,116.38572925614172,113.0402850822796,113.999755859375,8336000
2022-01-27,17:00:00,113.49032432586944,114.41583707846475,112.14874931966811,112.52235412597656,5497300
2022-01-28,17:00:00,113.09122208294677,114.22900885868762,111.90247860824911,114.20353698730469,5471500
2022-01-31,17:00:00,113.85541577321003,113.85541577321003,112.33553781519775,113.41389465332031,5859000
2022-02-01,17:00:00,113.57519696727857,115.44322051695973,112.50533953479889,115.0781021118164,6206400
2022-02-02,17:00:00,115.2224711536384,116.80179224053367,114.84886636548354,116.53857421875,5357200
2022-02-03,17:00:00,116.32629178641238,117.8206978779794,115.3328498273591,116.98858642578125,6100800
2022-02-04,17:00:00,117.05651601479197,117.87165485694038,115.6639974164407,116.45365142822266,4142000
2022-02-07,17:00:00,116.70837818491185,117.0225528800781,115.70644995997081,116.53007507324219,3759000
2022-02-08,17:00:00,116.52156481359062,116.76781017186273,115.29037689080178,116.34326171875,4181800
2022-02-09,17:00:00,117.03952775387748,117.47257551725882,116.18194444529757,116.9970703125,5393500
2022-02-10,17:00:00,116.41273368350885,117.34939458448675,114.43628398746631,114.73705291748047,5978600
2022-02-11,17:00:00,115.0635870194241,115.75965113106125,113.75742274671762,114.02381134033203,4176200
2022-02-14,17:00:00,113.93786470361528,113.9894220903142,110.91305104440148,111.84111022949219,5345300
2022-02-15,17:00:00,112.26219983183779,113.15589192198688,111.37709626992566,111.66067504882812,4394000
2022-02-16,17:00:00,111.23961265653686,112.09034908128507,110.2170138634655,111.0075912475586,4875600
2022-02-17,17:00:00,110.03656157019223,110.42325517207865,107.28671781900003,107.38983917236328,6797000
2022-02-18,17:00:00,107.36404545991832,107.79370787132362,106.22114187210946,106.85704040527344,4609200
2022-02-22,17:00:00,106.72813583111392,107.41559828257353,105.42196504069408,106.4875259399414,5349700
2022-02-23,17:00:00,106.8828351720647,107.157818894466,104.72593426290697,104.89779663085938,4086400
2022-02-24,17:00:00,103.11898052224416,104.92356137015778,102.09638186743753,104.81185150146484,6563200
2022-02-25,17:00:00,104.88060081355127,106.77970794981735,104.36500065742648,106.7109603881836,4460900
2022-02-28,17:00:00,105.0180940754519,106.03209770843087,104.01268552709347,105.27589416503906,6757300
2022-03-01,17:00:00,105.41338423178107,106.03209921065309,103.72051312462531,104.2790756225586,4873300
2022-03-02,17:00:00,105.3446279139952,107.1062464404755,104.66576706671339,106.43597412109375,4891400
2022-03-03,17:00:00,107.38124410047058,108.85068896640094,106.76252909247275,108.21479034423828,5206600
2022-03-04,17:00:00,106.90001412730672,109.43501984735889,106.73674030559117,108.8077163696289,4402400
2022-03-07,17:00:00,108.67879895002845,109.91622865119558,107.9483742454724,108.33506774902344,5047400
2022-03-08,17:00:00,108.80770635863885,110.29434111758314,107.26091912714351,107.99993896484375,4887600
2022-03-09,17:00:00,109.4865725778158,110.07950876970418,108.19758541710384,108.46397399902344,4403500
2022-03-10,17:00:00,108.06009646843391,108.30070636984038,105.808663072464,106.85704040527344,5326800
2022-03-11,17:00:00,107.41560259200003,108.9366046400064,106.47894168433928,106.52190399169922,4119600
2022-03-14,17:00:00,106.94297354249333,107.55309994729888,105.43056654695305,106.50472259521484,3289200
2022-03-15,17:00:00,106.55628390917936,108.22337625539697,105.88601155937636,107.965576171875,4021200
2022-03-16,17:00:00,108.7045886928218,109.37486099704607,107.16639649296272,109.16862487792969,4292800
2022-03-17,17:00:00,109.22020089754233,110.24279313983426,108.73038593351686,109.95922088623047,3671900
2022-03-18,17:00:00,109.46077885640894,110.79272821905661,108.59286562244165,110.64664459228516,7466000
2022-03-21,17:00:00,110.85291600090623,111.48882116969635,109.47799742374869,110.07952880859375,3384600
2022-03-22,17:00:00,110.4232297037766,111.11069212204877,109.86466730844639,110.90444946289062,2690200
2022-03-23,17:00:00,110.92164557891343,111.12788824913417,110.208404429021,110.25137329101562,2924500
2022-03-24,17:00:00,110.27715649816966,111.17084854785028,109.82171538935316,111.06773376464844,2971100
2022-03-25,17:00:00,111.28255837430417,112.91527020207516,111.11928456907597,112.872314453125,3530200
2022-03-28,17:00:00,112.41690024535916,113.00123493822784,111.36852272014548,112.97545623779297,2483500
2022-03-29,17:00:00,113.46524285148759,114.15270532623133,112.08172937425866,113.37931823730469,5791000
2022-03-30,17:00:00,113.4394593904278,114.35894319812456,112.90668222320497,113.54258728027344,2622900
2022-03-31,17:00:00,112.33093296992718,113.32775283220117,111.71221809763676,111.72940826416016,4274000
2022-04-01,17:00:00,111.42004949661428,111.94423811514505,110.04512466078619,111.84111022949219,4012400
2022-04-04,17:00:00,111.93563511618908,112.09890891358909,110.79273164664389,111.9442367553711,2809800
2022-04-05,17:00:00,111.58334236955227,112.76920180309808,110.56074365104176,110.75838470458984,3107200
2022-04-06,17:00:00,109.80453569010095,111.29116410943901,109.34909453786295,111.18804931640625,3958100
2022-04-07,17:00:00,110.74118653858065,111.06773416958539,108.9022384847858,110.4662094116211,3538300
2022-04-08,17:00:00,110.0021542231731,110.66383793824603,109.36625575720724,109.76155090332031,3143300
2022-04-11,17:00:00,109.95060076200069,110.1482417859848,108.42959881675954,108.5928726196289,3202500
2022-04-12,17:00:00,108.63583464248543,109.42641184862784,107.91400499064957,108.25773620605469,2691000
2022-04-13,17:00:00,107.96556314164012,108.85066660217987,107.33825973350878,108.39522552490234,3064900
2022-04-14,17:00:00,110.79276050464938,112.21065455223841,108.60148579614692,108.75616455078125,6384200
2022-04-18,17:00:00,108.79049985359218,109.46936711679031,107.87102273632418,108.42098999023438,4884200
2022-04-19,17:00:00,108.34367586169517,111.19662747159686,108.27492830200093,110.98179626464844,7971400
2022-04-20,17:00:00,116.00884423945442,119.92736310247068,114.61674230450271,118.86180877685547,17859200
2022-04-21,17:00:00,118.78449736400458,121.92104164732899,118.02830024032674,120.1766128540039,9922300
2022-04-22,17:00:00,120.04766931126625,120.68357436976666,118.02826394279829,118.80165100097656,6508600
2022-04-25,17:00:00,118.2345003467835,120.00470740062912,116.17212599734822,119.53208923339844,5748300
2022-04-26,17:00:00,119.44615677730437,120.19376521732644,117.01426582484238,117.03145599365234,4956200
2022-04-27,17:00:00,116.67914748323356,117.83063983660934,115.69092897786429,116.06043243408203,4369100
2022-04-28,17:00:00,117.59860355027075,117.71890849719267,115.84557362397345,116.6447525024414,4474300
2022-04-29,17:00:00,116.12057815245657,116.48149303766802,113.43088701444916,113.6113510131836,5078700
2022-05-02,17:00:00,114.29021773251677,114.95190161187412,112.4770415733226,114.3245849609375,4213500
2022-05-03,17:00:00,114.2902112315139,114.80581141430335,113.42229780648421,113.87773895263672,3688600
2022-05-04,17:00:00,114.17850229839155,118.4751270629853,113.55119875419315,118.07124328613281,5932600
2022-05-05,17:00:00,117.26347360429841,117.95092298748108,115.802610884394,116.79943084716797,5957400
2022-05-06,17:00:00,116.4127260690168,118.5782281316086,116.4127260690168,118.30323791503906,7306400
2022-05-09,17:00:00,116.90293996964672,118.59025477337822,115.95491695808659,116.92903137207031,7647900
2022-05-10,17:00:00,117.41610620485464,117.77270645325919,111.7018493326536,112.31068420410156,8642400
2022-05-11,17:00:00,112.9456047135464,115.64183189922029,112.9456047135464,113.71968078613281,5301100
2022-05-12,17:00:00,114.17195589900892,116.2158581032803,113.42397122191252,115.58963775634766,5384800
2022-05-13,17:00:00,115.67660876854954,116.37241057330017,113.98060099349934,116.1984634399414,4195100
2022-05-16,17:00:00,115.76358308269769,118.72941672459697,115.16345422251662,117.44219207763672,4250400
2022-05-17,17:00:00,119.32085536400373,120.34715270996094,117.97274189610326,120.34715270996094,4372900
2022-05-18,17:00:00,119.24256301622223,119.69482282636183,114.95469463082907,115.62440490722656,6003000
2022-05-19,17:00:00,114.80686934988805,115.0851954033925,111.94540094562245,112.77165985107422,5819700
2022-05-20,17:00:00,113.22392442246351,113.38917886459151,109.41443262600356,111.74535369873047,6914500
2022-05-23,17:00:00,112.63249694027365,114.76337936325874,112.5629154268259,114.08497619628906,3591500
2022-05-24,17:00:00,113.56313565242922,116.86817130383216,113.43266533693692,116.37242126464844,4189700
2022-05-25,17:00:00,115.5548367279386,117.2595503721213,115.5548367279386,116.88555145263672,3299300
2022-05-26,17:00:00,117.41610396932504,119.63396636523089,116.9986282045135,119.05992889404297,3929300
2022-05-27,17:00:00,119.49481152265906,121.53872692890555,119.36435448452256,121.12994384765625,4608000
2022-05-31,17:00:00,120.19928930229773,121.61698418507486,118.99033892273337,120.75592803955078,7978100
2022-06-01,17:00:00,121.47782562657127,122.17362739141849,120.47761971363232,121.26908111572266,3796500
